key_fr,key_km,scrap_mode,scrap_letter,type,dialect_shiNgazidja,dialect_shiNdzuani,dialect_shiMaore,dialect_shiMwali,dialect_commun,img_link_webformatURL,img_link_previewURL
creuser,unɗua (u-); tsimɓa (u-); fuhua (u-),FR -> KM,C,v.,utsimɓa,utsimɓa,utsimɓa,utsimɓa,1.0,https://pixabay.com/get/g8a5320779acb70293254cbbcec5d23db05b9a37b57a9f0d6405141595bf3c04dd420bccce645715f7e123cde3654f1e7d5d3fee1d097f9cba4ebab1d5c792c0a_640.jpg,https://cdn.pixabay.com/photo/2016/10/12/23/23/mining-excavator-1736293_150.jpg
creuser; fouiller,unɗua (u-),KM -> FR,U,v.,utsimɓa,utsimɓa,utsimɓa,utsimɓa,1.0,,
creux,nkoroɓwa; goho,FR -> KM,C,adj.,nkoroɓwa,,,,,https://pixabay.com/get/gf25983b6fadb20ba7cff7b9d21608e492d05a7441983da4dd58ae83f8a8fbc1e9b6aa2f29dd903f3ab44e2e69c3a13476541300a7dfd02ee4fa791fca0704987_640.jpg,https://cdn.pixabay.com/photo/2017/10/31/15/16/halloween-2905531_150.jpg
crever,fusa (u-),FR -> KM,C,v. tra.,ufusa,ufusa,ufusa,ufusa,1.0,https://pixabay.com/get/g4e47c7e70b97c648b5869ac9d307eb63315728cf53da591182957b37c8d922b4180ba451bf681791cc0110c2da537f170f4d148a6a227205cb13946a14e8749f_640.jpg,https://cdn.pixabay.com/photo/2016/11/21/12/38/rock-wall-1845128_150.jpg
crever (qqch),foroa (u-); fuha (u-),FR -> KM,C,v.,ufuha,ufuha,ufuha,ufuha,1.0,https://pixabay.com/get/gdcc776ee5322d341eea8742e9bcfaa7e1a9263e19b7c463093536d4a49f05622282e7b4922809c2c07b710a9cde5b1d3bc2fa272ccffa6eccc51c0e21a44fc2a_640.jpg,https://cdn.pixabay.com/photo/2016/11/21/12/38/rock-wall-1845128_150.jpg
crever (qqch); trouer,foroa (u-),KM -> FR,F,v.,ufuha,ufuha,ufuha,ufuha,1.0,,
crevette,kamba,FR -> KM,C,n. fem.,,kamba,kamba,,,https://pixabay.com/get/gbdf53cf10d0999d5c4a0f231cba4f24b2238ad8406fe9132685ed004b393b35beda27cfcf3286ebf6fa34a73be57ee6f57c9297a040a5a5db96673a5c0798d5d_640.jpg,https://cdn.pixabay.com/photo/2016/03/05/23/01/prawn-1239427_150.jpg
cri,nkeme; kio; keme,FR -> KM,C,n. masc.,kio,kio,kio,kio,1.0,https://pixabay.com/get/g9bdee02b2e6141c2b6f3cfebb79c45da32b9fb6cd325581d392b1b01f48d5f70cfdd19ecf541cc4f7e5735dc9ccfe05e4a05f64306a4843ca4e30e7870d6c548_640.jpg,https://cdn.pixabay.com/photo/2019/07/21/16/00/heron-4353038_150.jpg
cri; oreille; anse,kio,KM -> FR,K,n. masc.,kio,kio,kio,kio,1.0,,
crie (strident),urasi,FR -> KM,C,n. masc.,urasi,,,urasi,,https://pixabay.com/get/ge80de9adfd4f16a87238fce56525255b867a3a7110d137945c99b605b6ca48e88339cddf8f99b4a8abf594b276e98f7232085c95428c35755ca5bac55489c7fa_640.jpg,https://cdn.pixabay.com/photo/2019/07/21/16/00/heron-4353038_150.jpg
crier,ra kio (hu-),FR -> KM,C,v.,kio,,,,,https://pixabay.com/get/gf8c8c80b4783649aab53f60130b6cedebf2acd47e95217e75fa232de44a05a2c80f5c3883f2daf2e8fa89d37f74ae8f812fe9cb88c13a5aaa0ad0369f4be9f13_640.jpg,https://cdn.pixabay.com/photo/2019/07/21/16/00/heron-4353038_150.jpg
criminel,muuadji,FR -> KM,C,n. masc.,muuadji,,,,,https://pixabay.com/get/g676de05166d3651660512f68c9172f4b9eeed0436993893a34b5babbd85a3f2704ea2986e288f12def25274fe4cf96d1_640.png,https://cdn.pixabay.com/photo/2013/07/12/15/36/fingerprint-150159_150.png
criminel; tueur,muuadji,KM -> FR,M,n. masc.,muuadji,,,,,https://pixabay.com/get/g3c6862a6450842096867047cbadb4e2e5e0d904f973feac5110fb905972930c134f84f250b87812cc9620d0fa3b6839fd9d3413c00146927a0873fbe09141549_640.jpg,https://cdn.pixabay.com/photo/2019/04/14/17/18/gun-4127187_150.jpg
criquet,pandzi; ɗatra; furidji,FR -> KM,C,n. masc.,pandzi,,pandzi,furidji,,https://pixabay.com/get/g186ebba991b436dfe60adcc5638afa2b0793d747738ee3373bb6a929beb87bf35fb4fa29182e30873a6c9c9f89cce740b6860779dedde37cbed77525a0215383_640.jpg,https://cdn.pixabay.com/photo/2019/02/02/17/13/insect-3971001_150.jpg
criquet; sauterelle; sauvage,pandzi,KM -> FR,P,n. masc.,pandzi,,pandzi,furidji,,https://pixabay.com/get/g829b458cfd3437b1f42ad6a341356e78413b940c8fa359b027a350c895e62588214053a20b3484daf43baf0a8dd26943112a05471aadab64d0df032802944e42_640.jpg,https://cdn.pixabay.com/photo/2016/11/16/22/27/vintage-1830208_150.jpg
critique,shilidzo,FR -> KM,C,n. fem.,,,shilidzo,,,,
critique; insulte,shilidzo,KM -> FR,S,n. fem.,,,shilidzo,,,,
crochet,sheho; muganyo,FR -> KM,C,n. masc.,sheho,,muganyo,,,,
crocodile,vwai,FR -> KM,C,n. masc.,vwai,vwai,vwai,vwai,1.0,https://pixabay.com/get/ge874a00176943b316e33271a952c3b8cc00b1b756b8123fc17913cb890dd806c7824e7009fe037cacb4b9fb44eb61c15_640.jpg,https://cdn.pixabay.com/photo/2014/01/14/18/31/nile-crocodile-245013_150.jpg
croire,amini (u-),KM -> FR,A,v.,hwamini,hwamini,hwamini,hwamini,1.0,https://pixabay.com/get/gd78c742ccbe7a4cf9dcc47dd44779debe62683390449c5f99be9f51a22d50b050518232fddd5eddbbf0093348a75678e09615cee21e036c49ba4d9644d7d00d9_640.jpg,https://cdn.pixabay.com/photo/2020/04/13/10/58/hands-5037846_150.jpg
croire fort,djikaza (u-),FR -> KM,C,v. tra.,udjikaza,,udjikaza,,,,
croisement,mpvitsano,FR -> KM,C,n. masc.,mpvitsano,,,,,https://pixabay.com/get/gd66f1a9edd55045bf4abacbeb807bc3c2cf5d17a732a8bc94db5638f86a8eadfa3cc39ebbed119cabdea1fe441bb1ea2_640.png,https://cdn.pixabay.com/photo/2012/05/07/02/49/pirate-47705_150.png
croiser,pvitsana (u-),FR -> KM,C,v. tra.,upvitsana,,,,,https://pixabay.com/get/ga5f322053d9cfe171e245b4839849a2519f98273519578080222b9db8fead16a1fb8b100112a9d494f7473d56b286e77_640.png,https://cdn.pixabay.com/photo/2012/05/07/02/49/pirate-47705_150.png
croisée des chemins,ziraru,FR -> KM,C,n. masc.,ziraru,,ziraru,,,https://pixabay.com/get/g4f9e6c53f6666fc6750ddfc93df3cb6d9212d228459f7167bb9a6c1214411f111d39392204e178e827b360360d32d9cbf446acce2e7fcfcb2f0bc6555f985948_640.jpg,https://cdn.pixabay.com/photo/2017/05/17/07/29/direction-2320124_150.jpg
croisée des chemins; intersection; carrefour,ziraru,KM -> FR,Z,n. masc.,ziraru,,ziraru,,,,
croix (Christianisme),mswalaɓa,FR -> KM,C,n. fem.,mswalaɓa,,,,,https://pixabay.com/get/g0462b5d545a5ba87e1a5f5069b59419409c73db60a119c4883a77b43e68d3afdc91df2991ff3c2ed318dd5fe2093fdbf30b728137b9d2c48896aaea974d3636d_640.jpg,https://cdn.pixabay.com/photo/2017/09/04/09/38/crosses-2713356_150.jpg
croquable (être -),vuruha (u-),FR -> KM,C,v.,,,uvuruha,,,,
croquer,trafunya (u-); rafuna (u-),FR -> KM,C,v.,utrafunya,,urafuna,,,https://pixabay.com/get/gd8a79b6183bdaac9387c6f16d24a4043c868686103efb27f0c5012849b696b188b1fc75b399f3b80e9be48b8aa5a0a9f_640.png,https://cdn.pixabay.com/photo/2013/07/13/01/21/popcorn-155602_150.png
crottes de nez,maɗoɗo; maɗoo,FR -> KM,C,n. fem.,maɗoɗo,maɗoo,maɗoo,,,,
crottes de nez; rhinorrhée,maɗoɗo,KM -> FR,M,n. fem.,maɗoɗo,maɗoo,maɗoo,,,,
croûte,koho,FR -> KM,C,n. fem.,koho,,koho,koho,,https://pixabay.com/get/g573ee0620441e7295d72b6aba4eefd62e6e749102294b9f0477d061b7bbad370eca695b6c933214ff76adba8ae389f34b4b477d33c905f3328ce48cba8d79c3c_640.jpg,https://cdn.pixabay.com/photo/2017/12/09/08/18/pizza-3007395_150.jpg
croûte (sur la peau),ɓanguzi,FR -> KM,C,n. fem.,ɓanguzi,,,,,https://pixabay.com/get/g2c31ece15b2760afc38893ee8fc74450b881965c1da014b8e923b60e6ab0a49fab1ac1c30d93102d0971ecac5785709c445f456f873dc58b95ea86e52caf19be_640.jpg,https://cdn.pixabay.com/photo/2017/12/09/08/18/pizza-3007395_150.jpg
croûte de riz,pangu,FR -> KM,C,n. fem.,pangu,,pangu,,,,
cru,-itsi,FR -> KM,C,n. fem.,-itsi,-itsi,-itsi,,,https://pixabay.com/get/ge12baf455ef8a0d8cf256bb8e7974a963000cbe93d055124aec93ec9a1f13971d4a3fc6b05d9c47c4a0915b7781b204ff5e4733e586cedbe38e14def8b2d7b44_640.jpg,https://cdn.pixabay.com/photo/2015/12/09/17/11/vegetables-1085063_150.jpg
cruche,kopwa,FR -> KM,C,n. fem.,kopwa,,,,,https://pixabay.com/get/gbca7ad734da9677fb4b3b3fb4b5903c6eb5905b24e7a1ddf860040460cfd7ff1c3705ef32922220a5912902c94a3f4c1f0ab4dca79bde6cd47623f7507cf9f6a_640.jpg,https://cdn.pixabay.com/photo/2017/01/20/19/06/box-1995679_150.jpg
crâne,ɗahaha; ɗaha,FR -> KM,C,n. masc.,ɗahaha,,ɗaha,ɗaha,,https://pixabay.com/get/gd0571182be002c835b459c5f4db7340bb26c03875429b898232f897489c0bda9baf76a36211dead55595d42333cb4085725b8f93b9a325e4caf8026b2850e003_640.png,https://cdn.pixabay.com/photo/2017/01/31/23/48/skull-2028286_150.png
création,bumbo,KM -> FR,B,n. fem.,bumbo,,,,,https://pixabay.com/get/g03efc88e638d921345dd6e3c9e576251c62698b424f48f5ffd9ba87c72f5e9048053aca54f31777b1178edb7554906b2aad8a5ce7bf15f7d37d74a1dd1f84834_640.jpg,https://cdn.pixabay.com/photo/2017/12/23/17/54/hand-3035665_150.jpg
créature,shiumɓe,FR -> KM,C,n. masc.,shiumɓe,,shiumɓe,,,https://pixabay.com/get/g43188239c42c6b58806c394222e051af1e2f51783e6d9c35eafa992525e119804ac3f6b6633f86c254dc16f05e94a79c6c713e5b441bf3777b9cb33042e5addf_640.jpg,https://cdn.pixabay.com/photo/2017/10/20/10/58/elephant-2870777_150.jpg
créditer,iya (u-); para (u-),FR -> KM,C,v.,upara,upara,upara,upara,1.0,https://pixabay.com/get/gb23b72bda3f260d753d235f8deb60203f929f04ddcc34680d45bdc4019272144d885be946b63c530e658d3eb2ecfad5c428dc19a6c9511263e2dd65deb354838_640.jpg,https://cdn.pixabay.com/photo/2016/09/05/18/49/plastic-card-1647376_150.jpg
créditer; devoir de l'argent,iya (u-),KM -> FR,I,v.,upara,upara,upara,upara,1.0,,
créer,trunga (u-),FR -> KM,C,v.,utrunga,utrunga,utrunga,utrunga,1.0,,
créer (en parlant de Dieu),umɓa (u-),FR -> KM,C,v.,uumɓa,,uumɓa,uumɓa,,https://pixabay.com/get/g8a33abf9d4d86edae265240037d4ba1dcc4df62b074fe6ff90047c08e858ae0ccf04d3547ffe414b20c003ab4aaf52fa_640.jpg,https://cdn.pixabay.com/photo/2015/07/28/20/55/tools-864983_150.jpg
créer; inventer,trunga (u-),KM -> FR,T,v.,utrunga,utrunga,utrunga,utrunga,1.0,,
créole,kurweli; kurueli,FR -> KM,C,adj.,kurueli,,kurweli,,,https://pixabay.com/get/gdab007d4b2a51aab2150510e5963b2fa545ec49413ddd791ca95300cbee83474e6bf4b18b78971a464c11d4dd0c9a86a_640.jpg,https://cdn.pixabay.com/photo/2014/01/07/09/08/gambia-239849_150.jpg
crépu,nkitsiri,FR -> KM,C,adj.,,nkitsiri,,,,https://pixabay.com/get/g9aaa3f12e8dd3d298d73804ac2dab4b265502f9ef7c5d367e66a564559b01113426e77c86174b581117bd7085ec8e36f75223b8ed4e2e983c29696db2d4b4d50_640.jpg,https://cdn.pixabay.com/photo/2018/11/16/08/01/ornamental-cabbage-3818926_150.jpg
crépuscule,mahariɓi,FR -> KM,C,n. masc.,mahariɓi,mahariɓi,mahariɓi,mahariɓi,1.0,,
crêpe,nkaki; kaki; mkatre wa madji,FR -> KM,C,n. fem.,madji,nkaki,kaki,,,,
crêpe au lait de coco,fenenetsi,FR -> KM,C,n. comp.,,,fenenetsi,,,,
crête,dzundzu; jendzi,FR -> KM,C,n. fem.,dzundzu,jendzi,jendzi,,,https://pixabay.com/get/gae929dd5d14e7b032d16e3f5f1614346bc81af456d530316efe161bc49f641cb153ec4ffbba23067069f28ba8a7c3f800d243d7271a7fd3bdb9f8a7f532de1d2_640.jpg,https://cdn.pixabay.com/photo/2021/09/15/12/52/animal-6626792_150.jpg
cuillère,mkoɓe; sutru; shutru; sadru,FR -> KM,C,n. fem.,sutru,sutru,sutru,sutru,1.0,https://pixabay.com/get/g35cc4eee88dc8ab6d8928de7e79c0851364ec75af2bc255f05554b257ad251eeff3378abf97619a90f8a9b2fbb0689f3f2e04ffcdf078b277f1b14e40e11553f_640.jpg,https://cdn.pixabay.com/photo/2016/12/26/17/28/spaghetti-1932466_150.jpg
cuillère; louche,sadru,KM -> FR,S,n. fem.,sutru,sutru,sutru,sutru,1.0,https://pixabay.com/get/g01b23830c044c647840a58a0952a290f4357a4a2c46a0bc256041c58d5b851c394f9b35a8b12c0a85a7e1410f819aae197be4d8f7f3239c0836a7feb7096a29b_640.png,https://cdn.pixabay.com/photo/2017/08/13/21/56/kitchen-2638703_150.png
cuillère; truelle,sutru,KM -> FR,S,n. fem.,sutru,sutru,sutru,sutru,1.0,https://pixabay.com/get/gdda7425acde47aa30698398cb5346cb5c4d6ca100e77973b153b7ae086ebc993be9262ac0f60375b498a884ad49754c766e28bb5787f66df89ed3152414db6a8_640.jpg,https://cdn.pixabay.com/photo/2018/11/03/18/45/salt-3792628_150.jpg
cuisine,paya,FR -> KM,C,n. fem.,paya,,,,,https://pixabay.com/get/gbe625ece8d82d466b45c9a51c79989ab8a4fc19d419cc96385d63c3dab03bede570e79f7b63656f95196ca742dcb2a22bd9d9f13b04253ff10e1b15acf4060c6_640.jpg,https://cdn.pixabay.com/photo/2017/03/22/17/39/kitchen-2165756_150.jpg
cuisine (dans la -),pani,FR -> KM,C,n. fem. loc.,pani,pani,pani,pani,1.0,https://pixabay.com/get/gc54a30caa5167ac252ffbeb3545d816a8477e45687d6d67f5d7eb51c8661ba7c50e5881b6bc3c60adee754ffef61151117dcab3ad0b47d38b24983c39278b669_640.jpg,https://cdn.pixabay.com/photo/2017/03/22/17/39/kitchen-2165756_150.jpg
cuisine (manière de cuisiner),upisi,FR -> KM,C,n. fem.,upisi,,,upisi,,https://pixabay.com/get/g4f2ff54b9ba4b95ec9d3eabddae1c0b7039136387601cf64ebe898f0b74b1678291df9f9525d2dd96d228409b00d4d9aa5fe3881b419a67c8b56823d45d2de61_640.jpg,https://cdn.pixabay.com/photo/2017/03/22/17/39/kitchen-2165756_150.jpg
cuisine (pièce),pa,FR -> KM,C,n. fem.,,,pa,pa,,https://pixabay.com/get/g4c43485106bbce6264ceb76ad35b48cf8fe7418e2d96d4903a73deb8c755a0d77d336e296a0dbe7bee66cd0df6932eeaf994066ed21e8ffee8b1d36b6a021dec_640.jpg,https://cdn.pixabay.com/photo/2017/03/22/17/39/kitchen-2165756_150.jpg
cuisine; abri,paya,KM -> FR,P,n. fem.,paya,,,,,https://pixabay.com/get/ga9f807111ede02162c8530aa9962b8853abc10ab02e85fb60064fe18498852558e850877c01bc8bc80cfce6195e57975_640.jpg,https://cdn.pixabay.com/photo/2015/07/14/06/12/people-844214_150.jpg
cuisiner,piha (u-),FR -> KM,C,v.,upiha,upiha,upiha,upiha,1.0,https://pixabay.com/get/geb9990ad621400a37e2a7160e85c3ed379d3ad27145ba8de6f86b11454d17dcc1b3e53dd048f5bd14e3a997636f09adc7bfb9f519f14a2a87504939674d5b07a_640.jpg,https://cdn.pixabay.com/photo/2017/01/14/10/57/woman-1979272_150.jpg
cuisiner (pour qqun),pishia (u-),FR -> KM,C,v.,upishia,upishia,upishia,upishia,1.0,https://pixabay.com/get/g85cff2565d0f8b1611bc55f32aa09a9fb2ef25a39b0656b9883b37f9c4588f8de52349b81a75c300bf75a3922cfb0a8bc684368dd82d132e8af0e95b64381e49_640.jpg,https://cdn.pixabay.com/photo/2017/01/14/10/57/woman-1979272_150.jpg
cuisiner; faire la cuisine,piha (u-),KM -> FR,P,v.,upiha,upiha,upiha,upiha,1.0,https://pixabay.com/get/g9f23c4ab10c8315e896828298344a7a0f8e31141f67a4e14ce358fd5159e3851bc6a423257c43fbcb5c5f32caca10b0e_640.jpg,https://cdn.pixabay.com/photo/2014/11/24/14/39/potatoes-544073_150.jpg
cuisinier,mpisi; mupihizi,FR -> KM,C,n. fem.,mpisi,,mupihizi,,,https://pixabay.com/get/gfa197237370cccc48ad13fba197b72cc6122a64948ab0151e8e749f90a670631b4f03ac89f559d61fb923c2069976f5480c4a2fe954b9e404c4029f84de89aa0_640.jpg,https://cdn.pixabay.com/photo/2017/03/10/13/57/cooking-2132874_150.jpg
cuisse,padja; paja,FR -> KM,C,n. fem.,padja,paja,paja,padja,,https://pixabay.com/get/gf2e2fe9e5de7e09d7105078a0d1a5d0b8882e0a31b8cb565e071fcd04495ff7e612bf0534280ab251c2f3a92ca6f8853_640.jpg,https://cdn.pixabay.com/photo/2015/07/28/21/02/woman-865022_150.jpg
cuisse de poulet,mshia,FR -> KM,C,n. fem.,,mshia,,,,https://pixabay.com/get/gbb7e5e81171b49eda2cd04316943dbd7e5bb6499c0120e6f462fc667da1899a9a1cf7fb969853f5137ff5c8d47b5b8bbe8dba1e3de0f87c84a898a1b89a93895_640.jpg,https://cdn.pixabay.com/photo/2020/05/22/12/16/chicken-drumsticks-5205207_150.jpg
cuit (être -),iva (u-),FR -> KM,C,v.,hwiva,hwiva,hwiva,hwiva,1.0,https://pixabay.com/get/g0864f85dd63866125af8b5f6ad6a97970ac2d580711a3c68386393fe9d22ce1beded0eb763b37ef707b0719f5625c52c1a24ab1c74386a9c81405ed935aad063_640.jpg,https://cdn.pixabay.com/photo/2016/03/26/18/23/bread-1281053_150.jpg
cuivre,shaɓa,FR -> KM,C,n. masc.,shaɓa,,shaɓa,,,https://pixabay.com/get/g1505fc425ee04c0f9ee02bbd22558e79c430710409abcc6d8b1593ce16fce3d51665155acdd2c13a7b186525cf2a0421453b8f7fceb2661744e62097a098a8fc_640.jpg,https://cdn.pixabay.com/photo/2018/06/28/12/16/butterfly-3503733_150.jpg
cul,ndzu,FR -> KM,C,n. masc.,,ndzu,,,,https://pixabay.com/get/gf6b20a46326405067dd33ec07de226ff435fe6b59a898826ea1c027e398b1ff04b67e1cc7ea5e5827047cf14a88b8cd8_640.jpg,https://cdn.pixabay.com/photo/2015/05/09/13/45/woman-759688_150.jpg
culot,nkalizi; maswa,FR -> KM,C,n. masc.,nkalizi,maswa,,,,,
culte (islamique),iɓaɗa,FR -> KM,C,n. masc.,iɓaɗa,iɓaɗa,iɓaɗa,iɓaɗa,1.0,https://pixabay.com/get/g6eda0717ee66676a80420ef681cb9ab1ed83f922386e39069ed1ba8e4e53272430bc8ad77483fe1131c57298436d3967b40ad559ac1f9f1f3bced7c95795b0e1_640.jpg,https://cdn.pixabay.com/photo/2016/11/23/14/51/stone-circles-1853340_150.jpg
cultivateur,mlimadji; mlimizi; mlimaji; mulimizi,FR -> KM,C,n. masc.,mlimizi,mlimizi,mulimizi,,,https://pixabay.com/get/g62445a895d2bda210b51c0a8b83ef066f2e7060d3a142c66a983cbddd722a86e37b8bff56dd143078dbb606b637849e4d5833ee811fc013fc6741ba2324989f6_640.jpg,https://cdn.pixabay.com/photo/2016/09/21/04/46/barley-field-1684052_150.jpg
cultiver (en parlant d'être vivant),âkilisha (u-),KM -> FR,A,v.,hwâkilisha,hwâkilisha,hwâkilisha,hwâkilisha,1.0,https://pixabay.com/get/g2b06c72abe479182ee743ebf85c7b961f5d68b3beefdaf3245c8a2cfebc90b8e3db38bd6f934e4a1745171bd539b4073dc1f899ffb3d38762fd1cafea1ba1014_640.jpg,https://cdn.pixabay.com/photo/2016/09/21/04/46/barley-field-1684052_150.jpg
cultiver (traiter le sol),lima (u-),FR -> KM,C,v.,ulima,ulima,ulima,ulima,1.0,https://pixabay.com/get/g7411177d4353ac9abe6bb9000b503f81f6894f9eff74119978e867cfa188232d7a872f0c004e2473bd39ffd9de2fe1efad3eb8c5ec74fbfb5f273096862b4463_640.jpg,https://cdn.pixabay.com/photo/2016/09/21/04/46/barley-field-1684052_150.jpg
cultivé (pers.),mstaâraɓu,FR -> KM,C,adj.,mstaâraɓu,,,,,https://pixabay.com/get/g83dbc4140e45e042184e01c6094c7cb9b22c415eb0c40b420a653bfadb2d230677c475983b9f6a365ef081b6f3ce7def26e3d8b350dd3645fee14fffb7731d4b_640.jpg,https://cdn.pixabay.com/photo/2016/09/21/04/46/barley-field-1684052_150.jpg
cultivé (pers.); érudit,mstaâraɓu,KM -> FR,M,adj.,mstaâraɓu,,,,,https://pixabay.com/get/g676f3e891bd888ccbd1476c6bdd7db15ae0a9bb50f79a53bc0ccb6cf4dd051e077795cc16e337c068974b73f42161bde81b7ec42e8e22fefe054a421e5aaa083_640.jpg,https://cdn.pixabay.com/photo/2016/09/21/04/46/barley-field-1684052_150.jpg
culture,utamaɗuni; mila,FR -> KM,C,n. fem.,utamaɗuni,utamaɗuni,utamaɗuni,utamaɗuni,1.0,https://pixabay.com/get/g5464f61c780923294a40deaed35d5f9ecfa050c6e7a3100a1f6e752f2ca3f1a55240fbfaaa952dcc4907a6623f01c8e6b88706bfb20a3ac64e38c3d3b06b45c9_640.jpg,https://cdn.pixabay.com/photo/2016/11/08/05/26/woman-1807533_150.jpg
culture; tradition,mila,KM -> FR,M,n. fem.,utamaɗuni,utamaɗuni,utamaɗuni,utamaɗuni,1.0,https://pixabay.com/get/g39233ff5275f3ac0e7892264ef8c006de96006289cc6a94600c8fde60cba80be9a97d60ebd8b15dbd1cb8f83c61de237ac40bfe363e284c61cedf55ff3ee8467_640.jpg,https://cdn.pixabay.com/photo/2016/11/08/05/26/woman-1807533_150.jpg
cumin,hawadji,FR -> KM,C,n. masc.,,,hawadji,,,https://pixabay.com/get/g15943d5413d0cd2274cccc19a6a5f21487892b315efd91b53a7f1b02e92689dc132760afd8cf0356353518541089fe4485ea4f636160f3cd920c03a17f61c078_640.jpg,https://cdn.pixabay.com/photo/2017/07/28/13/29/spices-2548653_150.jpg
curcuma,dzindzanu,FR -> KM,C,n. masc.,dzindzanu,dzindzanu,dzindzanu,,,https://pixabay.com/get/g8f862aa343c090e82655cc58cee4329823bb52b16a21b5eedbdf0e948f952a9b9d6cc6ddb4b84c692f850697068df6081ae79d3e3d1ea8172bb01f6d613e2900_640.jpg,https://cdn.pixabay.com/photo/2018/06/10/17/39/market-3466906_150.jpg
curcuma; jaune,dzindzanu,KM -> FR,D,n. masc.,dzindzanu,dzindzanu,dzindzanu,,,https://pixabay.com/get/g50386d183937f1196202bfc47e8e5c599059d710dc1a493283c290a94b61227e03a75c1a33760d89971205fb57492de56fb5e91116cb01a6c992292745d95463_640.jpg,https://cdn.pixabay.com/photo/2018/01/18/00/07/turmeric-3089309_150.jpg
curer (les dents),cenyua (u-),FR -> KM,C,,,,,,,https://pixabay.com/get/g303ffe33b4af15f1e2bbe78080339f04730084f19366e00a262d9f7ba8e60b4fec14de090373aeacaaae9339122a3a14_640.jpg,https://cdn.pixabay.com/photo/2015/01/01/15/38/raspberry-585756_150.jpg
curer (les dents) ,cenyua (u-),KM -> FR,C,,,,,,,https://pixabay.com/get/gdff7a68bcea6f5cb00454743cc60f5c75b7acd32b108ae599940376c82f1ca63c9026e5fba9910624cd0ba06bf1d8c8d_640.jpg,https://cdn.pixabay.com/photo/2015/01/01/15/38/raspberry-585756_150.jpg
curieux,mtundi,FR -> KM,C,adj.,mtundi,mtundi,,,,https://pixabay.com/get/g2253b62494a18db2523b7f1abb84f234ae3c728e41e67e57f4e8d1d9c91ece5618beebde2a7cf57179602c1d492149d17b14cb0e2ebdf02540ce7a4a565a2ec0_640.jpg,https://cdn.pixabay.com/photo/2016/09/05/21/37/cat-1647775_150.jpg
curieux; observateur; veilleur,mtundi,KM -> FR,M,adj.,mtundi,mtundi,,,,,
cuvette,kuveti,FR -> KM,C,n. fem.,kuveti,,,kuveti,,https://pixabay.com/get/g1bac48c28bc28faf06a4d9a3b5c4f4e99720f2101a0068bc05064c263ea1a99ecbe49bca00891755d9824ebe25dfac8d6602f5088c2e1ce9f3c86aef1c5d77e7_640.jpg,https://cdn.pixabay.com/photo/2019/02/18/12/16/astronaut-4004417_150.jpg
cyclone,dharuɓa,FR -> KM,C,n. masc.,dharuɓa,dharuɓa,dharuɓa,dharuɓa,1.0,https://pixabay.com/get/ga154042319020c9bdd40bc4ee087e0d01e43524fdb20fc04d3bc1790661a2f2ee57a1931f37d31cd2374567aa36fc9e028767edfde695592a60d8170720f9c45_640.jpg,https://cdn.pixabay.com/photo/2017/02/27/08/50/cyclone-2102397_150.jpg
cymbale,twaza; upatsu,FR -> KM,C,n. masc.,upatsu,,,,,https://pixabay.com/get/g7118905aaec892dcaaf07c8bed5592db61773691e5486af02526b19056d0839e6dbd48422cf966daef665c0a0c72bee8_640.jpg,https://cdn.pixabay.com/photo/2015/01/13/13/20/music-598176_150.jpg
cymbale; plateau (balance),upatsu,KM -> FR,U,n. masc.,upatsu,,,,,,
câble,gwe,FR -> KM,C,n. masc. n.,gwe,,,,,https://pixabay.com/get/g4cc676802bdfc6a4bd4a73f0b396fb2a655c43cec534d36f9fa0509d24d2c4015defc328f176d0ce2c945d5d6aaf40ac446b15c51b5bf78d8a3495fd6795f615_640.jpg,https://cdn.pixabay.com/photo/2016/12/01/13/10/lightbulb-1875247_150.jpg
câble; file,gwe,KM -> FR,G,n. masc. n.,gwe,,,,,https://pixabay.com/get/g2d0264e5087a0201809693c8d11ae0c1c8601a4521e99adb4caad779c40797830bc1b56fc0cdc76c3ee9fb9fd741ac49fc58889edeae43d46c12636e94068e54_640.jpg,https://cdn.pixabay.com/photo/2020/02/03/00/12/fiber-4814456_150.jpg
cécité,ufumatso,FR -> KM,C,,,,,,,https://pixabay.com/get/gd2ef783adab1c2b3f2da85183fce017cce35dddeb7abb86495774048790ef45756abd539282a269b54b287f72a13b30a11a0f4d4c034d353cf436f5421512eb7_640.png,https://cdn.pixabay.com/photo/2016/10/20/20/51/eye-1756629_150.png
cécité ,ufumatso,KM -> FR,U,,,,,,,https://pixabay.com/get/g78bd985e074a48232686fc4ca54a34f11ff43c8b9d403c0c10e07d2c706a06fd2a55387b6488688aaca860397902afd840d96267a8cc1cdcb47ddc13957cc287_640.png,https://cdn.pixabay.com/photo/2016/10/20/20/51/eye-1756629_150.png
célibat,utsumba,FR -> KM,C,n. masc.,utsumba,utsumba,utsumba,utsumba,1.0,,
célibataire,mtsumba; mutsumba,FR -> KM,C,n. masc.,mtsumba,mtsumba,mtsumba,mtsumba,1.0,https://pixabay.com/get/ga51f165ef58fb41ec18aa7ae8546a2f902f96ec8b53703b5b86115bdc5d68be4e6defa12bffca55c5b60b60f204869f16d6af711fbbd2b8486e4c5e404d6282a_640.jpg,https://cdn.pixabay.com/photo/2016/08/04/09/19/marigold-1568646_150.jpg
