key_fr,key_km,scrap_mode,scrap_letter,type,dialect_shiNgazidja,dialect_shiNdzuani,dialect_shiMaore,dialect_shiMwali,dialect_commun
creuser; fouiller,unɗua (u-),KM -> FR,U,v.,utsimɓa,utsimɓa,utsimɓa,utsimɓa,1.0
creux,nkoroɓwa; goho,FR -> KM,C,adj.,nkoroɓwa,,,,
crever,fusa (u-),FR -> KM,C,v. tra.,ufusa,ufusa,ufusa,ufusa,1.0
crever (qqch),foroa (u-); fuha (u-),FR -> KM,C,v.,ufuha,ufuha,ufuha,ufuha,1.0
crever (qqch); trouer,foroa (u-),KM -> FR,F,v.,ufuha,ufuha,ufuha,ufuha,1.0
crevette,kamba,FR -> KM,C,n. fem.,,kamba,kamba,,
cri,nkeme; kio; keme,FR -> KM,C,n. masc.,kio,kio,kio,kio,1.0
cri; oreille; anse,kio,KM -> FR,K,n. masc.,kio,kio,kio,kio,1.0
crie (strident),urasi,FR -> KM,C,n. masc.,urasi,,,urasi,
crier,ra kio (hu-),FR -> KM,C,v.,kio,,,,
criminel,muuadji,FR -> KM,C,n. masc.,muuadji,,,,
criminel; tueur,muuadji,KM -> FR,M,n. masc.,muuadji,,,,
criquet,pandzi; ɗatra; furidji,FR -> KM,C,n. masc.,pandzi,,pandzi,furidji,
criquet; sauterelle; sauvage,pandzi,KM -> FR,P,n. masc.,pandzi,,pandzi,furidji,
critique,shilidzo,FR -> KM,C,n. fem.,,,shilidzo,,
critique; insulte,shilidzo,KM -> FR,S,n. fem.,,,shilidzo,,
crochet,sheho; muganyo,FR -> KM,C,n. masc.,sheho,,muganyo,,
crocodile,vwai,FR -> KM,C,n. masc.,vwai,vwai,vwai,vwai,1.0
croire,amini (u-),KM -> FR,A,v.,hwamini,hwamini,hwamini,hwamini,1.0
croire fort,djikaza (u-),FR -> KM,C,v. tra.,udjikaza,,udjikaza,,
croisement,mpvitsano,FR -> KM,C,n. masc.,mpvitsano,,,,
croiser,pvitsana (u-),FR -> KM,C,v. tra.,upvitsana,,,,
croisée des chemins,ziraru,FR -> KM,C,n. masc.,ziraru,,ziraru,,
croisée des chemins; intersection; carrefour,ziraru,KM -> FR,Z,n. masc.,ziraru,,ziraru,,
croix (Christianisme),mswalaɓa,FR -> KM,C,n. fem.,mswalaɓa,,,,
croquable (être -),vuruha (u-),FR -> KM,C,v.,,,uvuruha,,
croquer,trafunya (u-); rafuna (u-),FR -> KM,C,v.,utrafunya,,urafuna,,
crottes de nez,maɗoɗo; maɗoo,FR -> KM,C,n. fem.,maɗoɗo,maɗoo,maɗoo,,
crottes de nez; rhinorrhée,maɗoɗo,KM -> FR,M,n. fem.,maɗoɗo,maɗoo,maɗoo,,
croûte,koho,FR -> KM,C,n. fem.,koho,,koho,koho,
croûte (sur la peau),ɓanguzi,FR -> KM,C,n. fem.,ɓanguzi,,,,
croûte de riz,pangu,FR -> KM,C,n. fem.,pangu,,pangu,,
cru,-itsi,FR -> KM,C,n. fem.,-itsi,-itsi,-itsi,,
cruche,kopwa,FR -> KM,C,n. fem.,kopwa,,,,
crâne,ɗahaha; ɗaha,FR -> KM,C,n. masc.,ɗahaha,,ɗaha,ɗaha,
création,bumbo,KM -> FR,B,n. fem.,bumbo,,,,
créature,shiumɓe,FR -> KM,C,n. masc.,shiumɓe,,shiumɓe,,
créditer,iya (u-); para (u-),FR -> KM,C,v.,upara,upara,upara,upara,1.0
créditer; devoir de l'argent,iya (u-),KM -> FR,I,v.,upara,upara,upara,upara,1.0
créer,trunga (u-),FR -> KM,C,v.,utrunga,utrunga,utrunga,utrunga,1.0
créer (en parlant de Dieu),umɓa (u-),FR -> KM,C,v.,uumɓa,,uumɓa,uumɓa,
créer; inventer,trunga (u-),KM -> FR,T,v.,utrunga,utrunga,utrunga,utrunga,1.0
créole,kurweli; kurueli,FR -> KM,C,adj.,kurueli,,kurweli,,
crépu,nkitsiri,FR -> KM,C,adj.,,nkitsiri,,,
crépuscule,mahariɓi,FR -> KM,C,n. masc.,mahariɓi,mahariɓi,mahariɓi,mahariɓi,1.0
crêpe,nkaki; kaki; mkatre wa madji,FR -> KM,C,n. fem.,madji,nkaki,kaki,,
crêpe au lait de coco,fenenetsi,FR -> KM,C,n. comp.,,,fenenetsi,,
crête,dzundzu; jendzi,FR -> KM,C,n. fem.,dzundzu,jendzi,jendzi,,
cuillère,mkoɓe; sutru; shutru; sadru,FR -> KM,C,n. fem.,sutru,sutru,sutru,sutru,1.0
cuillère; louche,sadru,KM -> FR,S,n. fem.,sutru,sutru,sutru,sutru,1.0
cuillère; truelle,sutru,KM -> FR,S,n. fem.,sutru,sutru,sutru,sutru,1.0
cuisine,paya,FR -> KM,C,n. fem.,paya,,,,
cuisine (dans la -),pani,FR -> KM,C,n. fem. loc.,pani,pani,pani,pani,1.0
cuisine (manière de cuisiner),upisi,FR -> KM,C,n. fem.,upisi,,,upisi,
cuisine (pièce),pa,FR -> KM,C,n. fem.,,,pa,pa,
cuisine; abri,paya,KM -> FR,P,n. fem.,paya,,,,
cuisiner,piha (u-),FR -> KM,C,v.,upiha,upiha,upiha,upiha,1.0
cuisiner (pour qqun),pishia (u-),FR -> KM,C,v.,upishia,upishia,upishia,upishia,1.0
cuisiner; faire la cuisine,piha (u-),KM -> FR,P,v.,upiha,upiha,upiha,upiha,1.0
cuisinier,mpisi; mupihizi,FR -> KM,C,n. fem.,mpisi,,mupihizi,,
cuisse,padja; paja,FR -> KM,C,n. fem.,padja,paja,paja,padja,
cuisse de poulet,mshia,FR -> KM,C,n. fem.,,mshia,,,
cuit (être -),iva (u-),FR -> KM,C,v.,hwiva,hwiva,hwiva,hwiva,1.0
cuivre,shaɓa,FR -> KM,C,n. masc.,shaɓa,,shaɓa,,
cul,ndzu,FR -> KM,C,n. masc.,,ndzu,,,
culot,nkalizi; maswa,FR -> KM,C,n. masc.,nkalizi,maswa,,,
culte (islamique),iɓaɗa,FR -> KM,C,n. masc.,iɓaɗa,iɓaɗa,iɓaɗa,iɓaɗa,1.0
cultivateur,mlimadji; mlimizi; mlimaji; mulimizi,FR -> KM,C,n. masc.,mlimizi,mlimizi,mulimizi,,
cultiver (en parlant d'être vivant),âkilisha (u-),KM -> FR,A,v.,hwâkilisha,hwâkilisha,hwâkilisha,hwâkilisha,1.0
cultiver (traiter le sol),lima (u-),FR -> KM,C,v.,ulima,ulima,ulima,ulima,1.0
cultivé (pers.),mstaâraɓu,FR -> KM,C,adj.,mstaâraɓu,,,,
cultivé (pers.); érudit,mstaâraɓu,KM -> FR,M,adj.,mstaâraɓu,,,,
culture,utamaɗuni; mila,FR -> KM,C,n. fem.,utamaɗuni,utamaɗuni,utamaɗuni,utamaɗuni,1.0
culture; tradition,mila,KM -> FR,M,n. fem.,utamaɗuni,utamaɗuni,utamaɗuni,utamaɗuni,1.0
cumin,hawadji,FR -> KM,C,n. masc.,,,hawadji,,
curcuma,dzindzanu,FR -> KM,C,n. masc.,dzindzanu,dzindzanu,dzindzanu,,
curcuma; jaune,dzindzanu,KM -> FR,D,n. masc.,dzindzanu,dzindzanu,dzindzanu,,
curer (les dents),cenyua (u-),FR -> KM,C,,,,,,
curer (les dents) ,cenyua (u-),KM -> FR,C,,,,,,
curieux,mtundi,FR -> KM,C,adj.,mtundi,mtundi,,,
curieux; observateur; veilleur,mtundi,KM -> FR,M,adj.,mtundi,mtundi,,,
cuvette,kuveti,FR -> KM,C,n. fem.,kuveti,,,kuveti,
cyclone,dharuɓa,FR -> KM,C,n. masc.,dharuɓa,dharuɓa,dharuɓa,dharuɓa,1.0
cymbale,twaza; upatsu,FR -> KM,C,n. masc.,upatsu,,,,
cymbale; plateau (balance),upatsu,KM -> FR,U,n. masc.,upatsu,,,,
câble,gwe,FR -> KM,C,n. masc. n.,gwe,,,,
câble; file,gwe,KM -> FR,G,n. masc. n.,gwe,,,,
cécité,ufumatso,FR -> KM,C,,,,,,
cécité ,ufumatso,KM -> FR,U,,,,,,
célibat,utsumba,FR -> KM,C,n. masc.,utsumba,utsumba,utsumba,utsumba,1.0
célibataire,mtsumba; mutsumba,FR -> KM,C,n. masc.,mtsumba,mtsumba,mtsumba,mtsumba,1.0
célèbre,mdjulihaniha,FR -> KM,C,adj.,mdjulihaniha,,,,
célèbre (gén.),mashuhuri,FR -> KM,C,adj.,mashuhuri,,,,
célébration,shughuli,FR -> KM,C,n. fem.,shughuli,,,,
célébration; festivité,shughuli,KM -> FR,S,n. fem.,shughuli,,,,
cérumen,madzi yashishioni,FR -> KM,C,n. masc.,yashishioni,,,,
cérémonie,hadhwara,FR -> KM,C,n. fem.,hadhwara,,,,
côte,mbafu,FR -> KM,C,n. masc.,ɓavu,ɓavu,ɓavu,ɓavu,1.0
côte.,mbafu,KM -> FR,M,n. fem.,mbafu,,,,
côté,upanɗe; ɓavu; uwayi; upvandre; mbavu,FR -> KM,C,n. masc.,ɓavu,ɓavu,ɓavu,ɓavu,1.0
côté; versant,upanɗe,KM -> FR,U,n. masc.,ɓavu,ɓavu,ɓavu,ɓavu,1.0
cœlacanthe,gombesa; gubera,FR -> KM,C,n. masc.,gombesa,gombesa,gombesa,gombesa,1.0
cœur,roho; moyo; mo; muwo; muyo,FR -> KM,C,n. masc.,roho,roho,roho,roho,1.0
cœur (carte),kopa,FR -> KM,C,n. masc.,kopa,kopa,kopa,kopa,1.0
cœur (fig.),nafusi,FR -> KM,C,n. fem.,nafusi,nafusi,nafusi,nafusi,1.0
cœur (par -),vingu,FR -> KM,C,adv.,vingu,vingu,,,
cœur (par -); nuage,vingu,KM -> FR,V,adv.,vingu,vingu,,,
d'abord,randzi; rangu; rabuzi,FR -> KM,D,n. masc.,rangu,rabuzi,rangu,rangu,
d'abord; depuis,randzi,KM -> FR,R,n. masc.,rangu,rabuzi,rangu,rangu,
dame,ɓiɓi,FR -> KM,D,n. fem.,ɓiɓi,ɓiɓi,ɓiɓi,ɓiɓi,1.0
damner,laani (u-),FR -> KM,D,v.,ulaani,ulaani,ulaani,ulaani,1.0
damner; exclure; maudire,laani (u-),KM -> FR,L,v.,ulaani,ulaani,ulaani,ulaani,1.0
danger,khatwari; hatwari; mambo,FR -> KM,D,n. masc.,khatwari,,mambo,hatwari,
dangereux,-a khatwari,KM -> FR,A,adj.,khatwari,,,,
dans,moni; harimwa,FR -> KM,D,prep.,moni,moni,moni,moni,1.0
dans l'accident,adjalini,KM -> FR,A,loc.,adjalini,,,,
dans l'au-delà,akhirani,KM -> FR,A,loc.,akhirani,akhirani,akhirani,akhirani,1.0
dans l'économie,âkiɓani,KM -> FR,A,loc.,âkiɓani,âkiɓani,,âkiɓani,
dans; au milieu de,harimwa,KM -> FR,H,prep.,moni,moni,moni,moni,1.0
danse,mzino,FR -> KM,D,n. fem.,mzino,,,,
danse traditionnelle (danser par les pêcheurs à leurs retours),ɓiyaya,FR -> KM,D,n. fem.,ɓiyaya,,,,
danse traditionnelle avec des pilons,wadaha,FR -> KM,D,n. fem.,wadaha,wadaha,wadaha,,
"danse, fait de danser",muzino,FR -> KM,D,n.,,,muzino,,
danser,zina (u-),FR -> KM,D,v.,uzina,uzina,uzina,uzina,1.0
dard (abeille),nvuna,FR -> KM,D,n. masc.,nvuna,,,,
dard (abeille); contraction (d'une femme enceinte),nvuna,KM -> FR,N,n. masc.,nvuna,,,,
date,tarehe,FR -> KM,D,n. fem.,tarehe,,,,
datte,ntreɗe; ntrendre; trendre,FR -> KM,D,n. fem.,ntreɗe,ntrendre,trendre,,
dauphin,fumɓa-nɗudju; fumba-ndruju,FR -> KM,D,n. masc.,fumɓa-nɗudju,,fumba-ndruju,,
daurade,pandje,FR -> KM,D,n. fem.,,,pandje,,
davantage,raha; zaiɗi,FR -> KM,D,adv.,zaiɗi,zaiɗi,zaiɗi,zaiɗi,1.0
de,-a,FR -> KM,D,prep.,-a,-a,-a,-a,1.0
de façon,ha,FR -> KM,D,prep.,ha,ha,ha,ha,1.0
de l'avant,usoni,FR -> KM,D,loc.,usoni,usoni,usoni,usoni,1.0
de manière,ha,FR -> KM,D,prep.,ha,ha,ha,ha,1.0
de même taille/âge (que),ɓani (+ connectif),FR -> KM,D,,,,,,
de plus,iruɗi,FR -> KM,D,loc.,iruɗi,,,,
de plus; et puis,iruɗi,KM -> FR,I,loc.,iruɗi,,,,
de qualité,-a uɓora,FR -> KM,D,adj.,uɓora,,,,
de toute manière,allakulihali,KM -> FR,A,loc.,allakulihali,,,,
debout,mɓwiɓwi,FR -> KM,D,adv.,mɓwiɓwi,,,,
dedain,kiɓuri,FR -> KM,D,n. fem.,kiɓuri,kiɓuri,,,
dedain; arrogance; fierté (caractère),kiɓuri,KM -> FR,K,n. fem.,kiɓuri,kiɓuri,,,
dedans,moni,FR -> KM,D,n. masc.,moni,moni,moni,moni,1.0
dedans; dans; à l'intérieur,moni,KM -> FR,M,n. masc.,moni,moni,moni,moni,1.0
defloration,matsamidzo,FR -> KM,D,n. fem.,,,matsamidzo,,
degré,daradja,FR -> KM,D,n. masc.,daradja,,,,
degré; pont; niveau,daradja,KM -> FR,D,n. masc.,daradja,,,,
dehors,pvondze; mondze; mwendze,FR -> KM,D,prep. adv. interj.,pvondze,mwendze,mondze,,
dehors; extérieur,pvondze,KM -> FR,P,prep. adv. interj.,pvondze,mwendze,mondze,,
dehors; à l’extérieur,mondze,KM -> FR,M,prep. adv. interj.,pvondze,mwendze,mondze,,
delicieux,na ladha; na tamu,FR -> KM,D,adj.,tamu,tamu,tamu,tamu,1.0
demain,mauɗu; meso,FR -> KM,D,adv. n. masc.,mauɗu,meso,meso,meso,
demande en mariage,poso; trumidzo,FR -> KM,D,n. fem.,poso,,trumidzo,,
demander,uzisa (u-); udzisa (u-); dzisa (u-),FR -> KM,D,v.,uuzisa,udzisa,udzisa,udziswa,
demander en mariage,posa (u-),FR -> KM,D,v.,uposa,,,,
demenager,hama (u-),FR -> KM,D,v.,uhama,,uhama,uhama,
demenager; extraire (liquide); traire,hama (u-),KM -> FR,H,v.,uhama,,uhama,uhama,
demeure,makao,FR -> KM,D,n. fem.,,makao,makao,,
demi,nusu,FR -> KM,D,n. masc.,nusu,nusu,nusu,nusu,1.0
demi; moitié,nusu,KM -> FR,N,n. masc.,nusu,nusu,nusu,nusu,1.0
dengue (maladie),kotri,FR -> KM,D,n.,kotri,kotri,kotri,,
dent,dinyo; dzinyo,FR -> KM,D,n. fem.,dzinyo,dzinyo,,dzinyo,
dent cassée,pule,FR -> KM,D,n. fem.,pule,,,,
dents du bonheur,fulamdji,FR -> KM,D,,,,,,
depuis,raili; randzi; rangu; nyangu,FR -> KM,D,prep. adv.,rangu,,rangu,rangu,
depuis; d'abord,rangu,KM -> FR,R,prep. adv.,rangu,,rangu,rangu,
dernier,dodonye,FR -> KM,D,adj.,dodonye,,,,
dernière pierre de la tombe,ntsaho,FR -> KM,D,loc. n. fem.,ntsaho,,,,
derrière,nyuma; mengoni,FR -> KM,D,prep. adv.,nyuma,nyuma,nyuma,nyuma,1.0
derrière; après,nyuma,KM -> FR,N,prep. adv.,nyuma,nyuma,nyuma,nyuma,1.0
descendre,siha (u-); shuka (u-),FR -> KM,D,v. int.,usiha,ushuka,ushuka,ushuka,
descendre (faire -),shukidza (u-),FR -> KM,D,v.,,ushukidza,ushukidza,ushukidza,
descendre; saisir; tenir,siha (u-),KM -> FR,S,v. int.,usiha,ushuka,ushuka,ushuka,
description,swifa,FR -> KM,D,n. fem.,swifa,swifa,swifa,,
desirer,tamani (u-),FR -> KM,D,v.,utamani,utamani,utamani,utamani,1.0
dessin,sinamu; komba,FR -> KM,D,n. masc.,sinamu,komba,komba,,
dessin animé,pifu; matoktok,FR -> KM,D,loc.,pifu,matoktok,,,
dessin; maki; masque de beauté (au bois de santal); lémurien,komba,KM -> FR,K,n. masc.,sinamu,komba,komba,,
dessin; statue,sinamu,KM -> FR,S,n. masc.,sinamu,komba,komba,,
dessous,ntsini,FR -> KM,D,prep. adv.,ntsini,,,,
dessous-de-table,ɓahashishi,FR -> KM,D,loc. v.,ɓahashishi,,,,
dessous; sous,ntsini,KM -> FR,N,prep. adv.,ntsini,,,,
dessoûler,leuha (u-),FR -> KM,D,v.,,uleuha,,,
dessus,pvodjuu; uju,FR -> KM,D,prep. adv.,pvodjuu,uju,uju,,
destin,dasturi; kudurwa,FR -> KM,D,n. masc.,dasturi,kudurwa,,,
destiner,kusuɗia (u-),FR -> KM,D,v.,ukusuɗia,,,,
destiné (être -),umɓiwa (u-),FR -> KM,D,v.,uumɓiwa,,,,
destinée,nyora,FR -> KM,D,n. fem.,nyora,nyora,nyora,nyora,1.0
dette,ɗene; ɗeni,FR -> KM,D,n. fem.,ɗene,ɗeni,,,
deuil,iɗa,FR -> KM,D,n. masc.,iɗa,,,,
deuil; période de viduité,iɗa,KM -> FR,I,n. masc.,iɗa,,,,
deux,mbili,FR -> KM,D,adj.,mbili,mbili,mbili,mbili,1.0
deux (dénombrables),-ili,FR -> KM,D,adj. subst. inv.,-ili,-ili,-ili,-ili,1.0
deux cents,madjana maili,FR -> KM,D,adj. num.,maili,,,,
deux mille,zihwi zili,FR -> KM,D,adj. num.,zili,,,,
deuxième,-a pvili,KM -> FR,A,adj. num.,pvili,,pvili,pvili,
devancer,trenɗe (u-); kadimia (u-); trenɗea (u-),FR -> KM,D,v.,utrenɗea,ukamidia,ukamidia,,
devancer; avancer,trenɗe (u-),KM -> FR,T,v.,utrenɗea,ukamidia,ukamidia,,
devant,usoni; mbeli,FR -> KM,D,prep. adv.,usoni,usoni,usoni,usoni,1.0
devant; en face de,mbeli,KM -> FR,M,prep. adv.,usoni,usoni,usoni,usoni,1.0
devenir,renɗeha (u-),FR -> KM,D,v.,urenɗeha,,,,
devin,mwalimu,FR -> KM,D,n. masc.,mwalimu,,,,
devinette,ndzinyo,FR -> KM,D,n. fem.,ndzinyo,,,,
devise,msimu,FR -> KM,D,n. fem.,msimu,msimu,msimu,msimu,1.0
devoir,lazimu (u-),FR -> KM,D,v.,ulazimu,ulazimu,ulazimu,ulazimu,1.0
devoir de l'argent,iya (u-),FR -> KM,D,v.,hwiya,,,,
diable,Shetwani,FR -> KM,D,n. masc.,Shetwani,Shetwani,Shetwani,Shetwani,1.0
diable; Satan,Shetwani,KM -> FR,S,n. masc.,Shetwani,Shetwani,Shetwani,Shetwani,1.0
dialect,lugha,FR -> KM,D,n. masc.,lugha,,,,
dialect; langue,lugha,KM -> FR,L,n. masc.,lugha,,,,
diamant,almasi,KM -> FR,A,n. masc.,almasi,,almasi,,
diastème,fulamdji,FR -> KM,D,n. masc.,fulamdji,,,,
diastème; dents du bonheur ,fulamdji,KM -> FR,F,n. masc.,fulamdji,,,,
dictionnaire,kamusi,FR -> KM,D,n. masc.,kamusi,,,,
dicton,urongozi,FR -> KM,D,n. masc.,urongozi,urongozi,urongozi,urongozi,1.0
Dieu,Mnyezi Mngu; Mungu; Mwenyezi Mungu; Mola,FR -> KM,D,n. masc.,Mola,Mola,Mola,Mola,1.0
Dieu tout puissant,Mnyezi Mngu; Mwenyezi Mungu,FR -> KM,D,n. prop.,Mngu,Mungu,,,
Dieu tout puissant; Dieu,Mnyezi Mngu,KM -> FR,M,n. prop.,Mngu,Mungu,,,
difficile,ndziro,FR -> KM,D,adj.,ndziro,ndziro,ndziro,ndziro,1.0
"difficile, grave (maladie), proche de la mort",mahututi,KM -> FR,M,,,,,,
difficulté,mambo,FR -> KM,D,n. fem.,,,mambo,,
difficulté (physique),shiɗa,FR -> KM,D,n. fem.,shiɗa,,,,
diffuser,shaîshi (u-),FR -> KM,D,v.,ushaîshi,,,,
diffusion,tangazo,FR -> KM,D,n. fem.,,,tangazo,,
différence,tafauti,FR -> KM,D,n. fem.,tafauti,tafauti,tafauti,tafauti,1.0
différencier,tafautisha (u-),FR -> KM,D,v.,utafautisha,utafautisha,utafautisha,utafautisha,1.0
différend,umavu mwelewano,FR -> KM,D,,,,,,
différent,tafauti,FR -> KM,D,adj.,tafauti,tafauti,tafauti,tafauti,1.0
différent; différence,tafauti,KM -> FR,T,adj.,tafauti,tafauti,tafauti,tafauti,1.0
dimanche,mfumbili; mufumovili; mfumopvili,FR -> KM,D,n. masc.,mfumbili,,mufumovili,mfumopvili,
dimension,upezo,FR -> KM,D,n. fem.,upezo,,,,
dimension; étendue; ampleur,upezo,KM -> FR,U,n. fem.,upezo,,,,
diminuer,pvunguza (u-); vungua (u-); vungudza (u-); pvugua (u-),FR -> KM,D,v.,upvungunza,,uvungudza,,
diminuer (être-),vunguha (u-); pvuguha (u-),FR -> KM,D,v.,upvuguha,uvunguha,uvunguha,,
diminuer (être-); réduire (se -),pvuguha (u-),KM -> FR,P,v.,upvuguha,uvunguha,uvunguha,,
diminution,mpvunguzo,FR -> KM,D,n. fem.,mpvunguzo,,,,
dinde,kulukulu,FR -> KM,D,n. fem.,kulukulu,kulukulu,kulukulu,,
dingue,mdjufumuwo; cuyi,FR -> KM,D,adj. subst.,mdjufumuwo,,,,
dingue; débile; idiot,cuyi,KM -> FR,C,adj. subst.,mdjufumuwo,,,,
dingue; fou,mdjufumuwo,KM -> FR,M,adj. subst.,mdjufumuwo,,,,
dire,amɓa (u-),KM -> FR,A,v.,urongoa,urongoa,urongoa,urongoa,1.0
dire au revoir,laha (u-); laga (u-),FR -> KM,D,v.,ulaha,,ulaga,,
dire au revoir; prévenir,laha (u-),KM -> FR,L,v.,ulaha,,ulaga,,
dire à,amɓia (u-),FR -> KM,D,,,,,,
dire à ,amɓia (u-),KM -> FR,A,,,,,,
direction,dira,FR -> KM,D,n. fem.,dira,,,,
direction de la Mecque,Kibla,FR -> KM,D,n. fem.,Kibla,Kibla,Kibla,Kibla,1.0
dirigeant,mkizi-mbeli,FR -> KM,D,n. masc.,,mkizi-mbeli,,,
dirigeant (haut),dhwamana muhu,FR -> KM,D,n. masc.,,,,muhu,
diriger,tarumu (u-),FR -> KM,D,v.,utarumu,,,,
diriger vers,kaɓili (u-); lekedza (u-),FR -> KM,D,v. tra.,ukaɓili,ukaɓili,ukaɓili,ukaɓili,1.0
diriger; commander,tarumu (u-),KM -> FR,T,v.,utarumu,,,,
discerner,maizi (u-),FR -> KM,D,v.,umaizi,umaizi,,,
discours,hutuɓa,FR -> KM,D,n. masc.,hutuɓa,hutuɓa,hutuɓa,,
discours; prêche,hutuɓa,KM -> FR,H,n. masc.,hutuɓa,hutuɓa,hutuɓa,,
discréditer,sidjini (u-),FR -> KM,D,v.,usidjini,,,,
discréditer; souiller; salir,sidjini (u-),KM -> FR,S,v.,usidjini,,,,
discrétion,usitirifu,FR -> KM,D,n. fem.,,usitirifu,,,
discussion (débat),madjaɗiliano,FR -> KM,D,n. fem.,madjaɗiliano,,,,
discuter,haɗisi (u-),FR -> KM,D,v.,uhaɗisi,,uhaɗisi,uhaɗisi,
disparaître,tswa (hu-); fotsoha (u-),FR -> KM,D,n. fem.,hutswa,hutswa,hutswa,,
disparaître (mourir),fariki (u-),FR -> KM,D,v.,ufariki,ufariki,ufariki,ufariki,1.0
disparaître (mourir); décéder,fariki (u-),KM -> FR,F,v.,ufariki,ufariki,ufariki,ufariki,1.0
disperser,tsamɓadza (u-),FR -> KM,D,v.,,,,utsamɓadza,
disperser (se -),tsamɓalia (u-); samɓalia (u-),FR -> KM,D,v. tra.,utsamɓalia,,utsamɓalia,usamɓalia,
disponibilité,nafasi,FR -> KM,D,n. fem.,nafasi,,nafasi,,
dispute,umani,FR -> KM,D,n. fem.,umani,umani,umani,umani,1.0
dispute; querelle,umani,KM -> FR,U,n. fem.,umani,umani,umani,umani,1.0
disputer (se -),mana (u-); shindrana (u-); shinɗana (u-),FR -> KM,D,v. tra.,ushinɗana,ushindrana,ushindrana,ushinɗana,
dissimuler,ɓwandaya (u-); sitiri (u-),FR -> KM,D,v.,usitiri,usitiri,usitiri,,
dissolution,mlaluho,FR -> KM,D,n. fem.,mlaluho,mlaluho,mlaluho,mlaluho,1.0
dissuasion,itriso,FR -> KM,D,n. fem.,itriso,,,,
dissuasion; laideur,itriso,KM -> FR,I,n. fem.,itriso,,,,
distance,male,FR -> KM,D,n. fem.,male,,,,
distinguer,shuhuɗia (u-),FR -> KM,D,v.,ushuhuɗia,,,,
distraire,angaza (u-); angadza (u-),FR -> KM,D,v. tra.,hwangaza,hwangadza,hwangadza,,
distribuer de la nourriture,eleha (u-),FR -> KM,D,v.,hweleha,hweleha,,,
distributeur (pers.),mhanɗazi,FR -> KM,D,adj. n. masc.,mhanɗazi,,,,
divaguer,vambaja (u-),FR -> KM,D,v.,,uvambaja,,,
divination (faire de la -),rema fali (u-),FR -> KM,D,v.,fali,,,,
diviser,kasimu (u-); santsua (u-); wanisa (u-),FR -> KM,D,v.,,ukasimu,uwanisa,uwanisa,
divorce,twalaka,FR -> KM,D,n. masc.,twalaka,twalaka,twalaka,twalaka,1.0
divorcer,funguliwa (u-),FR -> KM,D,v.,ufunguliwa,ufunguliwa,ufunguliwa,ufunguliwa,1.0
divorcer (homme),twalaki (u-),FR -> KM,D,v.,utwalaki,,,,
divorcer; être répudiée; libéré (être -),funguliwa (u-),KM -> FR,F,v.,ufunguliwa,ufunguliwa,ufunguliwa,ufunguliwa,1.0
dix,kume; kumi,FR -> KM,D,adj. num.,kume,kume,kume,kume,1.0
dix huit,kume na nane; kumi na nane,FR -> KM,D,loc.,nane,,,nane,
dix neuf,kume na shenɗa; kumi na shenɗa,FR -> KM,D,loc.,shenɗa,,,shenɗa,
dix sept,kume na nfukare; kumi na saɓa,FR -> KM,D,loc.,nfukare,,,saɓa,
dix; droite; droit (côté),kume,KM -> FR,K,adj. num.,kume,kume,kume,kume,1.0
djellaba,nkandzu,FR -> KM,D,n. fem.,,nkandzu,nkandzu,,
Djibouti,Djiɓuti,FR -> KM,D,n. prop.,Djiɓuti,Djiɓuti,Djiɓuti,Djiɓuti,1.0
docile,mwekevu,FR -> KM,D,adj.,,mwekevu,,,
docker,bardera,KM -> FR,B,n. masc.,ɓaharia,bardera,,ɓaharia,
docteur,twaɓiɓu; duktera,FR -> KM,D,n. masc.,twaɓiɓu,twaɓiɓu,twaɓiɓu,,
docteur; médecin,twaɓiɓu,KM -> FR,T,n. masc.,twaɓiɓu,twaɓiɓu,twaɓiɓu,,
document,mdjaraɗa,FR -> KM,D,n. n. masc.,mdjaraɗa,,,,
doigt,sha; shaya,FR -> KM,D,n. masc.,shaya,sha,sha,,
doigts de la main,maya,FR -> KM,D,n. masc. loc.,maya,,,,
domaine de souveraineté,amri; amru,FR -> KM,D,n. masc.,amri,amri,amru,,
domaine de souveraineté; ordre,amru,KM -> FR,A,n. masc.,amri,amri,amru,,
domestique,mrumwa; mdjahazi; boi; mdjakazi,FR -> KM,D,n. masc.,mrumwa,boi,mrumwa,mrumwa,
domestique; serviteur,boi,KM -> FR,B,n. masc.,mrumwa,boi,mrumwa,mrumwa,
domicile,kazi,FR -> KM,D,n. masc.,kazi,kazi,,,
domicile; résidence,kazi,KM -> FR,K,n. masc.,kazi,kazi,,,
dommage,madhwara,FR -> KM,D,n. masc.,,madhwara,,,
don,hiɗaya; sadaka; tasadaki,FR -> KM,D,n. masc.,hiɗaya,tasadaki,tasadaki,,
don; donation; cadeau,hiɗaya,KM -> FR,H,n. masc.,hiɗaya,tasadaki,tasadaki,,
donation,hiɗaya; mpvo,FR -> KM,D,n. fem.,mpvo,,,mpvo,
donation; brûlure,mpvo,KM -> FR,M,n. fem.,mpvo,,,mpvo,
donc,lazima,FR -> KM,D,c. coord.,lazima,lazima,lazima,,
donner,nika (u-); pva (hu-); va (hu-),FR -> KM,D,v.,hupva,hupva,hupva,hupva,1.0
donner (fessée),capa (u-),KM -> FR,C,v.,,ucapa,,ucapa,
donner (se -),djihupvia (u-),FR -> KM,D,v. tra.,,,,udjihupvia,
