key_fr,key_km,scrap_mode,scrap_letter
embobiner (qqun); duper,haɗaya (u-),KM -> FR,H
embouteillage,mlahatra,FR -> KM,E
embraser,vua (u-),FR -> KM,E
embraser; brûler,vua (u-),KM -> FR,V
embrasser,busana (u-),KM -> FR,B
embrasser (prendre dans ses bras),pvahara (u-),FR -> KM,E
embrouiller,dabwanya (u-),KM -> FR,D
embuscade,mgala,FR -> KM,E
embuscade; piège,mgala,KM -> FR,M
embêter,simɓua (u-); taɓisha (u-),FR -> KM,E
emmener,vinga (u-),FR -> KM,E
emmerder,udhi (u-),FR -> KM,E
emmerdeur,muudhi,FR -> KM,E
emménagement,mtsamio,FR -> KM,E
emménager,tsamia (u-),FR -> KM,E
emmêlement,mdabwanyo,FR -> KM,E
empan,siɓiri; pima,FR -> KM,E
empiler,aɓi (u-),KM -> FR,A
empirer,ziɗi (u-),FR -> KM,E
empiéter,ɓaziza (u-),FR -> KM,E
employer (quelqu'un),ruma (u-),FR -> KM,E
employeur,mrumisadji,FR -> KM,E
employé,mrumishi,FR -> KM,E
employé (être -),rumwa (u-); mrumwa,FR -> KM,E
emprisonner,funga (u-),FR -> KM,E
emprunt,djazimo,KM -> FR,D
emprunter,kopa (u-),FR -> KM,E
empêcher,udza (u-),FR -> KM,E
en,vwa-,FR -> KM,E
en aller,enɗa za+ pos. (u-); lawa (u-); endra dza+ pos. (u-),FR -> KM,E
en avance,-kadimu,FR -> KM,E
en bas,-a mbwani,KM -> FR,A
en conséquence,lazima,FR -> KM,E
en détail,reza-reza,FR -> KM,E
en face,usoni,FR -> KM,E
en face de,mbeli,FR -> KM,E
en face; de l'avant; devant,usoni,KM -> FR,U
en faillite (être -),enɗa kapa (u-),FR -> KM,E
en général,aghalabu,KM -> FR,A
en haut,-a djuu,KM -> FR,A
en personne (soi-même),binafsi,KM -> FR,B
en somme,ha djimla,FR -> KM,E
en tout cas,almuraɗi,KM -> FR,A
en tout cas; pourtant; est-ce que,tsaɓu,KM -> FR,T
en ville,ɗagoni,FR -> KM,E
en vitesse,ha haraka,FR -> KM,E
enceinte,mziro,FR -> KM,E
enceinte (être -),kana hamili (u-),FR -> KM,E
enceinte du village,burdaji,FR -> KM,E
enceinte du village; dépôt d'ordures,burdaji,KM -> FR,B
enceinter,mitsa (u-),FR -> KM,E
encens,uɓani; ûdi; ûɗi; uɗi.; ɓuhuri,FR -> KM,E
encensoir,sherezo,FR -> KM,E
encercler,zingiza (u-); zingindza (u-),FR -> KM,E
encercler; entourer,zingiza (u-),KM -> FR,Z
enchaîner,funga silisili (u-),FR -> KM,E
enchère,mnada,FR -> KM,E
enclos,mraɓa,FR -> KM,E
enclos (à bétail),pashe,FR -> KM,E
enclos (à bétail); troupeau,pashe,KM -> FR,P
enclos; palissade; clôture; barrière; carré,mraɓa,KM -> FR,M
enclume,fwao; fau,FR -> KM,E
encore,tsena,FR -> KM,E
encore (pas -),raha; rasa,FR -> KM,E
encrasser,canfua (u-),FR -> KM,E
encrasser; salir,canfua (u-),KM -> FR,C
encre,wino; nyongo,FR -> KM,E
encre; amer,nyongo,KM -> FR,N
endommagé (être  -),zuliwa (u-),FR -> KM,E
endormir,ladza (u-),FR -> KM,E
endormir; coucher qq'un,ladza (u-),KM -> FR,L
endroit,pvahanu; mahala; mutsa; pvahali; pvahano,FR -> KM,E
endroit; lieu,mutsa,KM -> FR,M
endurant,mustahamilifu,FR -> KM,E
endurer,stahamili (u-); kingia (u-),FR -> KM,E
enfance,unatsa,FR -> KM,E
enfant,motro; mwana; mwanamtsa,FR -> KM,E
enfant orphelin de mère,mwana-fudzana,KM -> FR,M
enfant; gamin,motro,KM -> FR,M
enfant; gamin; jeune,mwanamtsa,KM -> FR,M
enfanter,mira (u-),FR -> KM,E
enfantillage,unatsa,FR -> KM,E
enfantillage; enfance; jeunesse,unatsa,KM -> FR,U
enfer,djahanama,KM -> FR,D
enfermer,ɓalilia (u-),FR -> KM,E
enflement,mzimbo,FR -> KM,E
enfler,zimɓa (u-); fumuha (u-),FR -> KM,E
enfler; gonfler,zimɓa (u-),KM -> FR,Z
enfoncer,tsimɓia (u-); sosoredza (u-),FR -> KM,E
enfouir,tsimɓia (u-); vumbiha (u-),FR -> KM,E
enfouir; enfoncer,tsimɓia (u-),KM -> FR,T
enfouissement,mdziho,FR -> KM,E
enfouissement; enterrement,mdziho,KM -> FR,M
engagement,mukataɓa,FR -> KM,E
engloutir,rulia (u-),FR -> KM,E
engrais,ntraha,FR -> KM,E
engraisser,nenepvesha (u-),FR -> KM,E
enjôleur,musindzi,FR -> KM,E
enjôleur; coureur de jupon,musindzi,KM -> FR,M
enlever,pua (u-); toa (u-); hadza (u-),FR -> KM,E
enlever  (s'-),lawa (u-),FR -> KM,E
enlever  (s'-); partir; quitter; en aller; sortir,lawa (u-),KM -> FR,L
enlever les restes d'un filtrage,hangua (u-),FR -> KM,E
enlever; éliminer,hadza (u-),KM -> FR,H
ennemi,âdui,KM -> FR,A
ennui,âdha,KM -> FR,A
ennuis,maondo,FR -> KM,E
ennuyant,muûdhina,FR -> KM,E
ennuyer,onda (u-),FR -> KM,E
enorgueillir,djiɓona (u-),KM -> FR,D
enrichir,neemesha (u-); tadjirisha (u-); tadjirisa (u-),FR -> KM,E
enseignant,fundi; msomesadji; ustadhi; msomezi,FR -> KM,E
enseignant; maître,ustadhi,KM -> FR,U
enseignant; maître; instituteur; artisan,fundi,KM -> FR,F
enseignement,msomo,FR -> KM,E
enseignement; étude; lecture,msomo,KM -> FR,M
enseigner,somisa (u-); funda (u-); fundrisa (u-); somedza (u-); somesa (u-),FR -> KM,E
enseigner (à),fundisa (u-),FR -> KM,E
enseigner; instruire,funda (u-),KM -> FR,F
ensemble,pvadzima; pvamwedja,FR -> KM,E
ensemble pour chiquer,patsu,FR -> KM,E
ensemencer,taɓu (u-),FR -> KM,E
ensemencer; planter; semer,taɓu (u-),KM -> FR,T
ensorceler,ra masahiri (hu-); la masahiri (hu-); fanya (u-) masahiri,FR -> KM,E
ensorceler; jeter un sort ,fanya (u-) masahiri,KM -> FR,F
ensuite,wadjau; amwesa,FR -> KM,E
entailler,shela (u-); rasua (u-) ,FR -> KM,E
entailler; raturer,rasua (u-),KM -> FR,R
entendre,ishia (hw-); kia (u-),FR -> KM,E
entendre (s'-),kuɓaliana (u-); ishiliana (u-),FR -> KM,E
entendre; sentir,ishia (hw-),KM -> FR,I
entente,mkuɓaliano; muishiliano,FR -> KM,E
enterrement,mdziho,FR -> KM,E
enterrer,dziha (u-),KM -> FR,D
enthousiasme,ɓashasha,FR -> KM,E
enthousiasmer,cerera (u-),KM -> FR,C
entier,kamili; ndzima,FR -> KM,E
entier; complet,kamili,KM -> FR,K
entièrement,ha ukamilifu,FR -> KM,E
entonnoir,andzi,KM -> FR,A
entourer,zingiza (u-),FR -> KM,E
entraider,saidiana (u-),FR -> KM,E
entrailles,trumbo,FR -> KM,E
entrave,mpingu; mbingu,FR -> KM,E
entraver,pvatsa (u-),FR -> KM,E
entraîner,hohora (u-),FR -> KM,E
entraîner; traîner,hohora (u-),KM -> FR,H
entre ...(et) ..,ɓaina (ya) ...(na),FR -> KM,E
entreprenariat,ɓiashara; ɓazari; gidzo; uɓahazazi,FR -> KM,E
entreprenariat; marché (lieu commercial),gidzo,KM -> FR,G
entrepreneur,ɓahazazi,FR -> KM,E
entreprise,shirka,FR -> KM,E
entrer,ndjia (u-); ngia (u-),FR -> KM,E
entrer; pénétrer,ngia (u-),KM -> FR,N
entretenir,tutuɓia (u-),FR -> KM,E
entretenir (une femme qui a accouchée),waliha (u-),FR -> KM,E
entretenir (une femme qui a accouchée); être bourré ,waliha (u-),KM -> FR,W
entrée,mdjo,FR -> KM,E
entrée (d'un lieu),ndjivi,FR -> KM,E
entrée (du village),fu (la mdji),FR -> KM,E
entrée; venue,mdjo,KM -> FR,M
entêtement,uguguru; ukaiɗi,FR -> KM,E
entêter,kaidi (u-),FR -> KM,E
entêter; obstiner,kaidi (u-),KM -> FR,K
enveloppe,ɓahasha; shipambo,FR -> KM,E
enveloppe (en général),pambo,FR -> KM,E
enveloppe; morceau de papier,shipambo,KM -> FR,S
envelopper,pvamɓa (u-); finiha (u-); vambia (u-); ɓalilia (u-); fikiza (u-),FR -> KM,E
envers (mettre à l'-),tsimɓiza (u-),FR -> KM,E
envie,huɓa,FR -> KM,E
envie (besoin),shauka; ushauku,FR -> KM,E
envie (jalousie),uvu,FR -> KM,E
envie; tentation,huɓa,KM -> FR,H
envier,aniɗi (u-),KM -> FR,A
envies,matamani,FR -> KM,E
envieux (pers.),mwivivu,FR -> KM,E
environ,takriban; mkaɓala; kadiri,FR -> KM,E
environ; presque,takriban,KM -> FR,T
environ; à peu près,kadiri,KM -> FR,K
environnememnt,ulanga,FR -> KM,E
envoi,mwereo,FR -> KM,E
envoi (faire faire un -),msinɗihizo,FR -> KM,E
envoler,paya (u-); heuha (u-); pveuha (u-); veuha (u-),FR -> KM,E
envoler; voler (dans les airs),heuha (u-),KM -> FR,H
envoyer,pveha (u-); erea (u-); veleha (u-); pveleha (u-); pvoshea (u-),FR -> KM,E
envoyer (faire -),sinɗihiza (u-),FR -> KM,E
envoyer; livrer,erea (u-),KM -> FR,E
envoûter,suɓilwa (u-),FR -> KM,E
epreindre,hammwa (u-); hamua (u-),FR -> KM,E
epreindre; presser (qqch.),hammwa (u-),KM -> FR,H
errer,lenga (u-); rara (u-); endra (u-) na ntsi,FR -> KM,E
errer; flâner,rara (u-),KM -> FR,R
erreur,halatwi; kosa; halati,FR -> KM,E
erreur; faute,halati,KM -> FR,H
escalader,pandra (u-),FR -> KM,E
escalier,taradja,FR -> KM,E
escargot,nkoa; kowa; fankowa,FR -> KM,E
esclavage,udjahazi; urumwa-ɓure; utrwana,FR -> KM,E
esclave,mrumwa; mtrwana,FR -> KM,E
esclave; domestique; employé (être -),mrumwa,KM -> FR,M
escrimeur,msa-mpanga,FR -> KM,E
escroc,ɓwidzi,FR -> KM,E
escroquerie,uravi,FR -> KM,E
espace ouvert,shiwandza,FR -> KM,E
espadon,mtontso; ndriwaro,FR -> KM,E
espagnol,mwEspanyi,FR -> KM,E
espionnage,udjasusi,FR -> KM,E
espionner,tsundjia (u-),FR -> KM,E
espoir,twamaya; tama,FR -> KM,E
esprit,djini,FR -> KM,E
esprit; fantôme,djini,KM -> FR,D
espèce,aina,KM -> FR,A
esquiver,epva (u-); eva (u-); tavusa (u-); sorea (u-),FR -> KM,E
essai,ɗauzo; madjereɓu,FR -> KM,E
essayer,djereɓu (u-),KM -> FR,D
essence,lasansi,FR -> KM,E
essentiellement,haswa,FR -> KM,E
essentiellement; surtout; spécialement,haswa,KM -> FR,H
essorer,humisa (u-); haniha (u-) ,FR -> KM,E
essouflement,shihaya,FR -> KM,E
essouflement; estheme,shihaya,KM -> FR,S
essuyer,pvangua (u-); vangua (u-); pvangusa (u-),FR -> KM,E
Est,mashariki,FR -> KM,E
est-ce que,afa,KM -> FR,A
est-ce que; pourtant,saɓu,KM -> FR,S
estheme,shihaya,FR -> KM,E
esthétisme,mswanaisho,FR -> KM,E
estime,mahaba,FR -> KM,E
estimer,dhwani (u-),FR -> KM,E
estimer; croire; soupçonner,dhwani (u-),KM -> FR,D
estomac,maiɗa,FR -> KM,E
estrade,mimbari,FR -> KM,E
estrade; chaire; scène,mimbari,KM -> FR,M
et,na,FR -> KM,E
et puis,iruɗi,FR -> KM,E
et; avec,na,KM -> FR,N
etc,na kadhalika,FR -> KM,E
Ethiopie,Haɓasha,FR -> KM,E
ethnie,kaɓila,FR -> KM,E
ethnie; tribu,kaɓila,KM -> FR,K
Europe,Ulaya,FR -> KM,E
européen,mzungu; muzungu,FR -> KM,E
européen; blanc (pers.),muzungu,KM -> FR,M
eux,wawo; wowo; wo,FR -> KM,E
eux aussi,pvao,FR -> KM,E
eux seuls,wawo ce,FR -> KM,E
eux-mêmes,wawo,FR -> KM,E
eux-mêmes; eux; elles-mêmes,wawo,KM -> FR,W
Evangile,Indjili,FR -> KM,E
ex aequo,mapata,FR -> KM,E
ex aequo; exègue; égaux,mapata,KM -> FR,M
exact,sapvuzi,FR -> KM,E
exaction,dhulma,FR -> KM,E
exaction; usure,dhulma,KM -> FR,D
exagérer,enɗa mno (u-),FR -> KM,E
examen,mtihani,FR -> KM,E
examin (étude),mtafiti; gizame,FR -> KM,E
exaucer,takaɓali (u-); djaâlia (u-),FR -> KM,E
excavation,gama,FR -> KM,E
excavation; cavité,gama,KM -> FR,G
exclure,laani (u-),FR -> KM,E
exclusion,laana; ulaanifu,FR -> KM,E
excrément,madzi; shoo,FR -> KM,E
excuse,samaha; msamaha; mswamaha,FR -> KM,E
excuse; pardon,msamaha,KM -> FR,M
excéder (dépasser),tumɓa (u-),FR -> KM,E
exemple,mfano; mufano; mithali,FR -> KM,E
exhiber,enyesa (u-),FR -> KM,E
exiger,ɗai (u-),FR -> KM,E
exocet,mpandzi; mbandzi,FR -> KM,E
expert,mdjuzi; mutaalamu; mtaâlamu; mjuzi; mwandrazi,FR -> KM,E
expert; savant,mjuzi,KM -> FR,M
expert; spécialiste,mutaalamu,KM -> FR,M
explication,djelezo,KM -> FR,D
explication (le fait d’expliquer),mwelezo,FR -> KM,E
expliquer,eleza (u-); eledza (u-),FR -> KM,E
exploitation,unyonyadji,FR -> KM,E
exploitation (des personnes),unyonyozi,FR -> KM,E
exploiter,dhulumu (u-),FR -> KM,E
exploiter; léser (les gens); usurper,dhulumu (u-),KM -> FR,D
exploiteur,dhwalimu,KM -> FR,D
explorer,tsenga (u-),FR -> KM,E
exploser,aliha (u-),KM -> FR,A
explosif (un),ɓomu,FR -> KM,E
exposer,thiɓitisha (u-),FR -> KM,E
exposition,mɓainisho,FR -> KM,E
exprès,kusuɗi,FR -> KM,E
expulser,dumbidza (u-),KM -> FR,D
expulser; tremper,dubisa (u-),KM -> FR,D
expérience,mdjariɓu,FR -> KM,E
exsuder,ɗenga (u-),FR -> KM,E
extase,uɓe; djadhiɓa,FR -> KM,E
extase; transe,djadhiɓa,KM -> FR,D
exterminer,rotsa (u-),FR -> KM,E
extraire (liquide),hama (u-),FR -> KM,E
extrémité,ntsa; tsa,FR -> KM,E
extérieur,pvondze,FR -> KM,E
exègue,mapata,FR -> KM,E
face,uso,FR -> KM,F
face-à-face,kalawadala,FR -> KM,F
face; visage,uso,KM -> FR,U
facile,ndzangu; nyangu,FR -> KM,F
facile; léger; depuis,nyangu,KM -> FR,N
facilitation,mwanguso,FR -> KM,F
faciliter,sahilisha (u-),FR -> KM,F
facilité,wangu,FR -> KM,F
faculté (opportunité),wasaya,FR -> KM,F
fade,mbwadza,FR -> KM,F
fagot,nkuni; kuni,FR -> KM,F
faible,-ledjevu; mbonya,FR -> KM,F
faible (chose),nɗemevu,FR -> KM,F
faible (chose) ,nɗemevu,KM -> FR,N
faible (pers.),mledjevu,FR -> KM,F
faiblesse,uledjevu,FR -> KM,F
faillite,faiti,FR -> KM,F
faillite ; ruine,faiti,KM -> FR,F
faim (gén.),ndzaya; ndza,FR -> KM,F
fainéant,fenya; vwiri,FR -> KM,F
fainéant; feignasse,vwiri,KM -> FR,V
fainéant; paresseux,fenya,KM -> FR,F
faire,renɗa (u-); fanya (u-),FR -> KM,F
faire (se -),fanyishiha (u-),FR -> KM,F
faire aplatir,malaza (u-),FR -> KM,F
faire apprendre,fundrisa (u-),FR -> KM,F
faire asseoir,ketsisa (u-),FR -> KM,F
faire brûler,vudza (u-),FR -> KM,F
faire brûler; allumer,vudza (u-),KM -> FR,V
faire caca,kaka (u-),FR -> KM,F
faire caca; déféquer,kaka (u-),KM -> FR,K
faire connaissance,jiliana (u-),FR -> KM,F
faire expliquer,eledzewa (u-),KM -> FR,E
faire exprès,pvendza (u-); kusuɗi (u-); fanya (u-) kusudi,FR -> KM,F
faire faire,fanyisa (u-),FR -> KM,F
faire griller pour,oshea (u-),FR -> KM,F
faire l'amour,romɓa (u-); ɓeɓea (u-),FR -> KM,F
faire l'éloge,vumiza (u-),FR -> KM,F
faire la cuisine,piha (u-),FR -> KM,F
faire la toilette,pamba (u-),FR -> KM,F
faire le tour,zungulia (u-),FR -> KM,F
faire mal moralement,hoza (u-); hodza (u-),FR -> KM,F
faire mal moralement; blesser moralement,hodza (u-),KM -> FR,H
faire manger,lisa (u-),FR -> KM,F
faire parler,ɓaɓusa (u-),FR -> KM,F
faire partir,trusa (u-),FR -> KM,F
faire peur à,marusa (u-),FR -> KM,F
faire plaisir,jividza (u-); furahisha (u-),FR -> KM,F
faire pleurer,lidza (u-),FR -> KM,F
faire pour,fanyia (u-),FR -> KM,F
faire remplir,coma (u-),FR -> KM,F
faire respirer une fumigation au sheredzo,eredza (u-),FR -> KM,F
faire rougir,unkuɗisa (hu-),FR -> KM,F
faire rôtir,oha (u-),FR -> KM,F
faire savoir,judza (u-),FR -> KM,F
faire sentir; faire respirer une fumigation au sheredzo ,eredza (u-),KM -> FR,E
faire sécher,humisa (u-); haniha (u-) ,FR -> KM,F
faire sécher ; essorer,haniha (u-),KM -> FR,H
faire tomber,usa (u-),FR -> KM,F
faire un bain de bouche,tsutsua (u-); kutsua (u-),FR -> KM,F
"faire un caprice, bouder",zimbidza (u-),FR -> KM,F
"faire un caprice, bouder; se vexer",zimbidza (u-),KM -> FR,Z
faire un coup d'état,pvinɗua (u-),FR -> KM,F
faire vite,haraka (u-),FR -> KM,F
faire voyager,safiridza (u-),FR -> KM,F
faire éclater,walisa (u-),FR -> KM,F
faire éclater ,walisa (u-),KM -> FR,W
faire épouser,fungidza (u-),FR -> KM,F
faire évaporer,handza (u-),FR -> KM,F
fais gaffe !,fahamu !,FR -> KM,F
faiseur,mfanyizi,FR -> KM,F
fait (être -),fanyiha (u-),FR -> KM,F
fait par (être-),fanyilwa (u-),FR -> KM,F
falloir,ɓiɗi (u-); lazimu (u-),FR -> KM,F
falloir; devoir,lazimu (u-),KM -> FR,L
famille,dhul-arhamu,KM -> FR,D
famille maternelle,usheni,FR -> KM,F
famille parentèle,nɗuhuze,FR -> KM,F
famille paternelle,umeni,FR -> KM,F
famille; catégorie; genre,kina,KM -> FR,K
famine,twauni; twaani,FR -> KM,F
faner (se -),nyaya (u-),FR -> KM,F
fantôme,djini; gini,FR -> KM,F
"fantôme (""shivuli sha mufu"")",shivuli,FR -> KM,F
fard,gwena,FR -> KM,F
fardeau,mdzo,FR -> KM,F
farine,nganu,FR -> KM,F
farouche,mpandzi,FR -> KM,F
farouche; poisson volant; exocet,mpandzi,KM -> FR,M
fasciner,suɓia (u-),FR -> KM,F
fatigue,ulemevu,FR -> KM,F
fatigue; paresse,ulemevu,KM -> FR,U
fatiguer,lemedza (u-),FR -> KM,F
fatigué (être -),lemewa (u-),FR -> KM,F
fauchage,mfakuo; mfwakuo,FR -> KM,F
faucher,fwakua (u-); fakua (u-); vakua (u-); hakua (u-),FR -> KM,F
fauché (être -),fwakulwa (u-),FR -> KM,F
faucon,ipvanga; shimpanga,FR -> KM,F
faufiler,walala (u-),FR -> KM,F
faute,kosa; halati,FR -> KM,F
faute; erreur; tort,kosa,KM -> FR,K
fauter,kosa (u-),FR -> KM,F
fauter; merder,kosa (u-),KM -> FR,K
fauteuil,fute,FR -> KM,F
fauvette,perashwa,FR -> KM,F
favorable,maswilaha,FR -> KM,F
favoriser,vendzelea (u-),FR -> KM,F
favoriser (qqun),pvendzelea (u-),FR -> KM,F
favoriser; avantager,vendzelea (u-),KM -> FR,V
façon,namna; heli; namuna,FR -> KM,F
façon; sorte; espèce; manière ,namna,KM -> FR,N
façonner,panga (u-); paranga (u-),FR -> KM,F
feignasse,vwiri,FR -> KM,F
feinte,ncenga,FR -> KM,F
feinter,urandza (u-),FR -> KM,F
femelle,mtsamba; ndzishe; nɗishe; nce; ɓaha,FR -> KM,F
feminin,-she,FR -> KM,F
femme,mndru-mshe; mshe; mushe; mutrumama; mntru-mshe; mntrumama,FR -> KM,F
femme; mère,mutrumama,KM -> FR,M
fendre,pasua (u-); santsua (u-),FR -> KM,F
fendre; diviser; inciter à l'adultère,santsua (u-),KM -> FR,S
fente,ufa; gantra,FR -> KM,F
fente; fissure,gantra,KM -> FR,G
fenêtre,ɗirisha; shiɓaka,FR -> KM,F
fer (métal),fera,FR -> KM,F
fer (métal); fer à repasser,fera,KM -> FR,F
fer à repasser,pasi; fera,FR -> KM,F
ferme,djaɗiɗi,FR -> KM,F
ferme; solide,djaɗiɗi,KM -> FR,D
fermenter,canca (u-),KM -> FR,C
fermenter; moisir,gaga (u-),KM -> FR,G
fermer,ɓaya (u-); ɓala (u-),FR -> KM,F
fermeture,mɓayo,FR -> KM,F
ferrer (poisson),rosa (u-),FR -> KM,F
ferveur,pupa; haiɓa,FR -> KM,F
fesse,ɗufi; ndzu; muvumo,FR -> KM,F
fesse; cul,ndzu,KM -> FR,N
festin,caki,KM -> FR,C
festivité,shuhuli; shughuli; mahafala,FR -> KM,F
feu,mdro; moro,FR -> KM,F
feu (untel),al-marhum,KM -> FR,A
feu; chaud; fièvre,moro,KM -> FR,M
feu; énergie; chaud,mdro,KM -> FR,M
feuille,wani; uani,FR -> KM,F
feuille de papier,loho,FR -> KM,F
feuille de taro,yombo,FR -> KM,F
feuille sèche de bananier,ɓuni; peve; goda,FR -> KM,F
"feuille; ceux ci, celles ci, ces",wani,KM -> FR,W
fiancer,rumidza (u-),FR -> KM,F
fibre de coco,ɓinda; pinɗo; pindro,FR -> KM,F
fibre de raphia,nɗaya,FR -> KM,F
fidèle,twaa,FR -> KM,F
fidèle; obéissant,twaa,KM -> FR,T
fierté,udjira; âri; ufahari; kirahi,FR -> KM,F
fierté (caractère),kiɓuri,FR -> KM,F
fierté; prétention,udjira,KM -> FR,U
fierté; stimulation,âri,KM -> FR,A
figue,tini,FR -> KM,F
figuier de barbarie,mkasketi,FR -> KM,F
fil,pondzi; uzi; mbondzi; pwendzi,FR -> KM,F
fil d'or,uzi wa zari,FR -> KM,F
fil de pêche,nuzi,FR -> KM,F
fil à pêche,antri,KM -> FR,A
file,gwe,FR -> KM,F
file (d'attente),mronɗo; mraɓata,FR -> KM,F
file (d'attente); rangé,mronɗo,KM -> FR,M
file (indienne),mlahatra,FR -> KM,F
file (indienne); embouteillage,mlahatra,KM -> FR,M
filet de pêche,wavu,FR -> KM,F
filet de pêche en tissu,djarifa,KM -> FR,D
fille,binti,KM -> FR,B
fils,mwanamtsa mutruɓaɓa,FR -> KM,F
filtrage,utsuzi,FR -> KM,F
filtre,itsudjio,FR -> KM,F
filtre; passoire,itsudjio,KM -> FR,I
filtrer,tsudja (u-); tsuja (u-),FR -> KM,F
fin,ukomo; mwiso,FR -> KM,F
finalement,muhalasi,FR -> KM,F
finalement; à la fin,muhalasi,KM -> FR,M
finir,hisa (u-); malidza (u-); koma (u-); isa (u-),FR -> KM,F
finir; terminer,koma (u-),KM -> FR,K
fiole,shitsuva; itsuva; shitupa,FR -> KM,F
fiou,ntswi,FR -> KM,F
fissure,gantra,FR -> KM,F
fissurer,sheleha (u-),FR -> KM,F
fièvre,ɓuhuo; moro; homa,FR -> KM,F
flac d'eau,idziwa,FR -> KM,F
flamme,ɗimi; jenge,FR -> KM,F
flasque (pers.),mboreha,FR -> KM,F
flatter,fwaria (u-); sifu (u-),FR -> KM,F
flatter; amadouer,fwaria (u-),KM -> FR,F
flatterie,ufwarizi,FR -> KM,F
flatteur,mfwarizi,FR -> KM,F
flatulence,shungulia,FR -> KM,F
fleur,ngaya; ɓaua; fulera; fu,FR -> KM,F
fleur de bananier,ndroɓwe,FR -> KM,F
flirt poussé,gurua,FR -> KM,F
flotter,elela (u-),KM -> FR,E
flou,mavwara; janga,FR -> KM,F
flâner,tanga (u-); rara (u-),FR -> KM,F
flèche,fumu; fumo,FR -> KM,F
flétrir,pvariha (u-),FR -> KM,F
flétrir; défraîchir,pvariha (u-),KM -> FR,P
flûte,firimbi,FR -> KM,F
foetus,saha,FR -> KM,F
foetus; détritus,saha,KM -> FR,S
foi,imani,FR -> KM,F
foie,nye,FR -> KM,F
foie; marron,nye,KM -> FR,N
fois,nkaɗo; mara; kira,FR -> KM,F
folie,udjufumuo,FR -> KM,F
foncer (garnir),trisa (u-),FR -> KM,F
fonctionner,enɗa (u-); kiri (u-),FR -> KM,F
fond,kundru,FR -> KM,F
fond de teint,cake,FR -> KM,F
fondation,msingi,FR -> KM,F
fondement,gayo; musingi,FR -> KM,F
fondre,tsentsemha (u-),FR -> KM,F
force,nvuu; nguvu; ɓari,FR -> KM,F
forcer,lazimisha (u-),FR -> KM,F
forcé (être-),lazimishiwa (u-),FR -> KM,F
forgeron,mufua-shuma; mfua-shuma,FR -> KM,F
forgive ( to),swamihi (u-),FR -> KM,F
forme physique,swiha,FR -> KM,F
former,alimisha (u-),KM -> FR,A
fornication,zina,FR -> KM,F
fornication; adultère ,zina,KM -> FR,Z
forniquer,malii (u-),FR -> KM,F
fort,-hodari; muhali; muhodari; -hali,FR -> KM,F
fort (concentrer),kali,FR -> KM,F
fort; intelligent,muhodari,KM -> FR,M
fort; sévère; méchant,muhali,KM -> FR,M
fort; sévère; méchant; intense,-hali,KM -> FR,H
forte pluie,ɓihizo,FR -> KM,F
fortune,neema; mali,FR -> KM,F
forêt,djiva,KM -> FR,D
forêt; campagne,huwu,KM -> FR,H
fosse,ngama; gali; igali,FR -> KM,F
fosse; fossette,gali,KM -> FR,G
fossette,gali; igali,FR -> KM,F
fossoyeur,mtsimɓi,FR -> KM,F
fou,mdjufumuwo; mdjufumuyo,FR -> KM,F
foudi des Comores,mbera-gobo,FR -> KM,F
foudre,raâdi; penu,FR -> KM,F
fouet,nkasuho; kamba; shengwe,FR -> KM,F
fouet (en palme de cocotiers),nkasua,FR -> KM,F
fouet; crevette,kamba,KM -> FR,K
fougère,kudju; korai; kandzi,FR -> KM,F
fougère; gourde; calebasse,kudju,KM -> FR,K
fouiller,unɗua (u-),FR -> KM,F
foulard,kishali; fulari,FR -> KM,F
foulard; bandeau,fulari,KM -> FR,F
foule,fidjo,FR -> KM,F
fouler,gaɗa (u-); rwaria (u-),FR -> KM,F
fouler; piétiner,rwaria (u-),KM -> FR,R
founingo des Comores (pigeon),ninga,FR -> KM,F
fourchette,mkoɓe wa manyo; fursheti; forsheti,FR -> KM,F
fourmi,tsutsuhu,FR -> KM,F
fourmi (petite),nyantsu; ntsutsuhu; trungua,FR -> KM,F
fourneau,fuɓa,FR -> KM,F
fourrière,gabio,FR -> KM,F
foyer,ɓako,FR -> KM,F
fracassage,mfufuo; mɓuɓuo,FR -> KM,F
fracasser,ɓuɓua (u-),FR -> KM,F
fraction,sehemu; fuvu,FR -> KM,F
fragile,mna- (f.c. de mwana),FR -> KM,F
frais (aliment),-itsi; ɓitsi,FR -> KM,F
frais (aliment); vert; non mûr; cru,-itsi,KM -> FR,I
France,Farantsa,FR -> KM,F
franchir,shia (u-),FR -> KM,F
frange (tissu),upinɗo,FR -> KM,F
français,shiFarantsa; mFarantsa; muFarantsa,FR -> KM,F
frapper,rema (u-); uwa (u-),FR -> KM,F
frapper (se -),remana (u-),FR -> KM,F
frapper; abattre; tuer,uwa (u-),KM -> FR,U
fraternité,unanya,FR -> KM,F
frauder,ɓadhili (u-),FR -> KM,F
fraudeur,mɓadhilifu,FR -> KM,F
frayeur,ushangivu; fazaâ,FR -> KM,F
fraîcheur,ɓuruɗa; buruda; uɓurudifu,FR -> KM,F
fraîcheur ,buruda,KM -> FR,B
friandise,halua; bombo,FR -> KM,F
friandise; bonbon,bombo,KM -> FR,B
frigidaire,Nyungu ya baranfu,FR -> KM,F
frigo,firigo,FR -> KM,F
frigo; réfrigérateur,firigo,KM -> FR,F
frimer,pviaza (u-); ringa (u-),FR -> KM,F
